Network,Message URL,Profile,Date,Message,Type,Content Type,Followers,Engagements,Location,Theme
Twitter,https://twitter.com/jorgeoropezaoax/statuses/1499378353761042435,jorgeoropezaoax,3/3/2022 8:37 am,"Aquí un fragmento del interesante foro Voto migrante en Oaxaca, la realidad que nos alcanza. Revísalo en su totalidad aquí 👉 https://t.co/ExnJtJXLBn https://t.co/3OLMTYDDXz @LUISALFONSOSR @CrosbyJulieta @IEEPCO @Nayma_Enriquez @CongresoOaxaca_ https://t.co/op3VSnI41q",Message,Video,18102,1,"Oaxaca de Juarez, Oaxaca, Mexico",Migración
Twitter,https://twitter.com/VilchisJuan1/statuses/1499377522223550465,VilchisJuan1,3/3/2022 8:33 am,"calaco99 Pero ellos no lo entienden. 

Lo disfrutan y de éso viven y comen
Cerdoperiodista frustrado y acomplejado @adelarosa @Faitelson_ESPN @ruubenrod @gvlo2008 @UpalabraMX @futpicante  entre muchos",Mention,Text Only,41,0,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/chekolincruz/statuses/1499374959008923654,chekolincruz,3/3/2022 8:23 am,"g_quadri Y tú con lo racista que eres, prefieres a los ucranianos, discriminas y odias a los estados del sur de nuestro país. Eres un hipócrita, traidor, racista y un hdtrpsm, si es que la tienes mal nacido.",Mention,Text Only,524,2,"Veracruz, Veracruz, Mexico",
Twitter,https://twitter.com/pipeboba/statuses/1499373773497470977,pipeboba,3/3/2022 8:18 am,La maravillosa tierrita ☀️! #latierrita #bocadelrio en Playa Penacho Del Indio https://t.co/HEfB3iHqhn,Message,Link,177,0,"Veracruz, Veracruz, Mexico",Origen cultural
Twitter,https://twitter.com/ferfangon/statuses/1499370834774929414,ferfangon,3/3/2022 8:07 am,"SergioSarmiento Al menos ese bandido disfrazado de pobre del Lula tiene los pantalones de tomar una postura de repudio por la invasión rusa a Ucrania 🇺🇦 

El kk’s además de profundamente ignorante, inútil, acomplejado, corrupto y pocos 🍳🍳ni a eso llega. https://t.co/oPfwvOwkIN",Mention,Photo,1517,1,"Miguel Hidalgo, Mexico City, Mexico",
Twitter,https://twitter.com/Monica_Cerbon/statuses/1499370161370980355,Monica_Cerbon,3/3/2022 8:04 am,"Pedro C. estuvo 1 mes desaparecido tras haber viajado al norte del país -donde migrantes son asesinados y desaparecidos- a trazar la ruta de paso. Anoche se confirmó su muerte en un presunto accidente 2 hrs. después de que él mismo informó que había sido detenido. Acá les cuento: https://t.co/TO4q8XgOJN | QT: .@mijisoficial desapareció el 31 de enero, cuando buscaba trazar una ruta migratoria segura en el norte del país. La noche del 2 de febrero envío mensajes de voz a su esposa avisando que había sido detenido. El caso deja abiertas dudas.
Por @Monica_Cerbon
https://t.co/4t4hK6fyry",Message,Link,1253,18,"Aguascalientes, Aguascalientes, Mexico","Perfilamiento racial, Migración"
Twitter,https://twitter.com/pipeboba/statuses/1499368652650414089,pipeboba,3/3/2022 7:58 am,Nublado amanecer en Boca! #amanecer🌅 #bocadelrio #cloudymorning☁️ en Playa Penacho Del Indio https://t.co/v7bO1ldiZy,Message,Link,177,0,"Veracruz, Veracruz, Mexico",Origen cultural
Twitter,https://twitter.com/MeliRanu/statuses/1499364124182171649,MeliRanu,3/3/2022 7:40 am,"Buenos días. 
¿Qué onda con la gente que anda diciendo que el conflicto de Ucrania es -distinto- porque son personas blancas, rubias y de ojos azules los que están sufriendo?
Estamos en 2022 y, ¿aún están pensando que una vida vale más que otra por el color de piel?",Message,Text Only,1247,3,"Colonia del Valle, Mexico City, Mexico",
Twitter,https://twitter.com/kedago10/statuses/1499358063194693641,kedago10,3/3/2022 7:16 am,"Cuando tu fantasma me visita, entreno con más intensidad,   convencido que el dolor corporal se va llevar todo lo que tengo en el corazón. No es asi. 
 
Siempre terminamos conversando en paz y mi cuerpo resentido.",Message,Text Only,286,0,Nicaragua,Backlash
Twitter,https://twitter.com/alexdelmoral/statuses/1499342073509691392,alexdelmoral,3/3/2022 6:13 am,"mensajecontexto @Mandarinnee Acomplejado? No mms que ya das diagnostico psicológico con foto.
Deja te mando en chng la de mi ex",Mention,Text Only,8,4,"Tlalpan, Mexico City, Mexico",
Twitter,https://twitter.com/maryeztevez/statuses/1499303901710987264,maryeztevez,3/3/2022 3:41 am,c_dnielle @blancas_ivan Un neonazi defiende su racismo y odio a los rusos.,Mention,Text Only,1001,0,"Colonia del Valle, Mexico City, Mexico",
Twitter,https://twitter.com/LoveisDenewpunk/statuses/1499285426649063424,LoveisDenewpunk,3/3/2022 2:27 am,"Sé lo mediática que es la guerra, así que el otro día postie mi admiración a Volodomir Zelenski y un montón de gente empezó a mamar, wey importa un pito que crean que el gobierno ucraniano sea racista, estoy hablando de un COMEDIANTE enfrentadose a RUSIA sabiendo que van a perder",Message,Text Only,254,4,Mexico,
Twitter,https://twitter.com/ElRobDeLosAutos/statuses/1499272395869364224,ElRobDeLosAutos,3/3/2022 1:36 am,"callodehacha O burlarse de ti por pendejo, mediocre, vendido o prieto.

Ahora cállate y deja a los adultos hablar.",Mention,Text Only,1240,0,"Miguel Hidalgo, Mexico City, Mexico",
Twitter,https://twitter.com/manoloreyes1/statuses/1499271607172440064,manoloreyes1,3/3/2022 1:33 am,"Como mujer, trabajar para la comunidad zacatecana migrante es un privilegio - https://t.co/feZs5JVb17 @_SEZAMI @gobiernozac #Zacatecas https://t.co/EH3SLcBylq",Message,Photo,1302,0,Mexico,"Género, Migración"
Twitter,https://twitter.com/hruizm71/statuses/1499266137711947776,hruizm71,3/3/2022 1:11 am,"OscarFcoFabela1 que desilusión. Neta parecías otra clase de persona, no de los mitoteros resentidos. 
Lástima https://t.co/OSzxmaP4cl | QT: https://t.co/8s8M69WfMp",Mention,Link,392,0,"Tesistan, Jalisco, Mexico",Backlash
Twitter,https://twitter.com/AparicioNinive/statuses/1499263452442812416,AparicioNinive,3/3/2022 1:00 am,"Vaya q estos panistas d vox machos d basurero no dan una. Y no es nada contra Ucrania, sucede q ese noble y respetable pueblo fue mancillado con un golpe d estado e impuesto un títere d occidente q le dio las nalgas a la OTAN, eso es lo q hizo el racista misógino neonazi Zelenzki https://t.co/khyFpxa9zQ | QT: Recomendada @meritita_yo 

Gabriel Quadri sube a tribuna y hace el ridículo con bandera de Ucrania en San Lázaro https://t.co/iGvyZin9LP",Message,Link,287,3,"Provo, Utah, United States",Género
Twitter,https://twitter.com/AleBridat/statuses/1499262360187514881,AleBridat,3/3/2022 12:56 am,"EmbRusiaMexico @mae_rusia @lajornadaonline @El_Universal_Mx @EmbRusiaEnArgEs @EmbajadaRusaVen @RusEmb_Ecuador @EmbajadaRusaES @SputnikMundo @ActualidadRT Los peores racistas están en los EE. UU, no se acuerdan que son invasores de América, que despojaron a la raza India de sus tierras, que saquearon a México y le robaron gean parte de su territorio. 🇲🇽🇷🇺",Mention,Text Only,397,5,"Tantoyuca, Veracruz, Mexico","Origen cultural, Migración"
Twitter,https://twitter.com/DianaCristal290/statuses/1499253057124814848,DianaCristal290,3/3/2022 12:19 am,"Exacto, entonces @CJF_Mx  ¿por qué violentan a las mujeres promoviendo abortar y dejan impune al agresor? Eso NO es solución, ABORTO NO es igualdad sino discriminación. Exijamos soluciones reales para reparar INTEGRALMENTE A las mujeres. https://t.co/qhzUpTFuhh | QT: La igualdad de género NO significa: 

Que las mujeres y hombres sean lo mismo
Que ellas merecen más poder que ellos
Que las mujeres deben odiar a los hombres
Que las mujeres son superiores
#IgualdadDeGénero https://t.co/cPjwmSMJ9a",Message,Link,1174,3,Mexico,Género
Twitter,https://twitter.com/davidterko/statuses/1499250857451220993,davidterko,3/3/2022 12:10 am,TSalioCaldo Será como. La. Migración que hubo de ps3 a ps4?,Mention,Text Only,402,2,Mexico,
Twitter,https://twitter.com/champs_mx/statuses/1499249331307786243,champs_mx,3/3/2022 12:04 am,"Salen Gorriarán y Andrade entran Prieto y Ocejo, minuto 43 del segundo tiempo.",Message,Text Only,261,0,Mexico,
Twitter,https://twitter.com/TECNOINGEVICTOR/statuses/1499243692003102720,TECNOINGEVICTOR,3/2/2022 11:42 pm,Que dificil apoyar a una nacion tan racista y neonazi. Siempre pagan justos por pecadores. https://t.co/Q4o90sYjcn,Message,Photo,1114,0,"Venustiano Carranza, Mexico City, Mexico",
Twitter,https://twitter.com/HECTORHBA/statuses/1499236299986944000,HECTORHBA,3/2/2022 11:12 pm,"Lourdes52378548

La familia identifica el cuerpo sin vida de Pedro Carrizales, ‘El Mijis’, en Tamaulipas
desapareció el 31 de enero de camino a Monterrey cuando estaba acompañando a un grupo de migrantes. El exdiputado era una de las figuras de la lucha social en el país

Q.E.D. https://t.co/y3AGq5oKnc",Mention,Photo,882,26,"Morelia, Michoacán, Mexico",Migración
Instagram,https://www.instagram.com/p/CaoKMpqNORB/,,3/2/2022 11:00 pm,"🎼La OFUNAM será conducida este fin de semana por la directora afroamericana Jeri Lynne Johnson, quien ha enfrentado la discriminación para ganar su merecido lugar en la escena musical.

Disfruta la entrevista exclusiva con la directora de 50 años, quien hace un recorrido por su carrera, en el link de nuestra bío.

#EntérateEnREFORMA #OFUNAM #CulturaUNAM #UNAM #JeriLynneJohnson #orquesta #música #racismo #discriminación",Message,Photo,0,433,,
Twitter,https://twitter.com/JesusLi24646685/statuses/1499232581899878406,JesusLi24646685,3/2/2022 10:57 pm,Urge el Cambio de Lozano Por Roni Prieto.,Message,Text Only,692,2,Mexico,
Twitter,https://twitter.com/mariazofeifa/statuses/1499231104754192387,mariazofeifa,3/2/2022 10:52 pm,"r_gonzalez2021 Tienes razón, no es hipocresía. Es RACISMO.",Mention,Text Only,284,1,Costa Rica,
Twitter,https://twitter.com/ONUMujeresMX/statuses/1499226821195448322,ONUMujeresMX,3/2/2022 10:35 pm,"📣Hay que hacer mucho más para garantizar que todas las mujeres, incluidas las que se enfrentan a formas múltiples e interrelacionadas de discriminación, puedan participar en la toma de decisiones, ya que la diversidad ayudará a garantizar #NoDejarANadieAtrás
#8M #DíaDeLaMujer https://t.co/umHwb2GPSi",Message,Photo,123408,106,"Venustiano Carranza, Mexico City, Mexico",Género
Twitter,https://twitter.com/jfermanHN/statuses/1499226502868647936,jfermanHN,3/2/2022 10:33 pm,"Jorge Pineda denuncia actos de racismo en contra de jugador de Marathón (Elmer Güity) en el duelo anterior de los verdolagas, esto tras el juego de esta noche contra Motagua.",Message,Text Only,2238,1,Honduras,
Twitter,https://twitter.com/JosMata86701958/statuses/1499226410468225025,JosMata86701958,3/2/2022 10:33 pm,"cocinamestiza @Ana51037937 @nancy_contra Madre es lo que no tienen los chairos resentidos que solo saben estirar la mano y no entienden que de quién en realidad reciben la beca es de quién si trabaja y genera impuestos en México, repartir lo que no te cuesta es fácil y eso hace el kks para tenerlos babeando https://t.co/HKW2bIAoKZ",Mention,Photo,193,0,"Santa Rosa Jauregui, Querétaro, Mexico",Backlash
Twitter,https://twitter.com/RCarrasco123/statuses/1499221679712649219,RCarrasco123,3/2/2022 10:14 pm,ChumelTorres Mejor ve a la cárcel dónde está el exgobernador de Veracruz que en  lugar de medicamento les daba agua a los niños con cáncer y no comentaste nada CHUMEL eres un cínico RACISTA MISERABLE,Mention,Text Only,209,0,Mexico,
Twitter,https://twitter.com/vela1234457/statuses/1499218501382275078,vela1234457,3/2/2022 10:01 pm,"Wau y luego ingan por discriminación, ches uleros de tez humilde https://t.co/BytzM661nz | QT: Les presento al diputado federal de Morena en Puebla @RayAtanacioLuna 

No se rían de él, pueden tener un hijo igual. 

https://t.co/NijCZsbBgh",Message,Link,112,0,"Colonia Lindavista, México, Mexico",Tono de piel
Twitter,https://twitter.com/Gothmannnn/statuses/1499214616009887746,Gothmannnn,3/2/2022 9:46 pm,"l0releyy Los afroamericanos son insoportables mano, hay que decirlo, son los más fraudulentos y los más groseros, las karens son brinconas pero los afroamericanos y los hispanos hasta sacan un lado racista bien impresionante",Mention,Text Only,763,0,Guatemala,
Twitter,https://twitter.com/SuperIvo7/statuses/1499213857734201346,SuperIvo7,3/2/2022 9:43 pm,"LuisZaMon @Dragonazul35 Cuál clasismo? Explícate. A lo mejor es palabra nueva para ti y te urgía usarla en algo, pero aquí no aplica.",Mention,Text Only,551,0,"Tula de Allende, Hidalgo, Mexico",
Twitter,https://twitter.com/KrissCastilloz/statuses/1499213415071596546,KrissCastilloz,3/2/2022 9:41 pm,"Mijis mostrando el tipo de país y de autoridades que tenemos, hasta el último momento.

Ni por toda la visibilidad, ni por ser quien era pudieron identificarle en UN MES. 

Entre incompetencia y quizá racismo y clasismo, para saber. https://t.co/uyLqs3ac55 | QT: 🚨ÚLTIMA HORA I Familiares confirman la muerte de 'El Mijis'  

Con 43 años, Pedro César Carrizales habría perdido la vida el pasado 3 de febrero derivado de un accidente automovilístico. Su familia confirmó el fallecimiento tras identificar su cuerpo en el forense de Tamaulipas. https://t.co/ZaeFPnMSBd",Message,Link,988,7,"Azcapotzalco, Mexico City, Mexico",Perfilamiento racial
Twitter,https://twitter.com/MarinadelPilar/statuses/1499209728643289090,MarinadelPilar,3/2/2022 9:27 pm,"Abordamos temas de migración y seguridad, y exploramos las oportunidades de cooperación entre Canadá y Baja California.

¡Es un gusto recibirlo en nuestro estado, Embajador!

(2/2) https://t.co/I8nmhOC0wc",Mention,Photo,15245,11,"Las Delicias, Baja California, Mexico",
Twitter,https://twitter.com/toniturraspe/statuses/1499207090191187973,toniturraspe,3/2/2022 9:16 pm,libermanmartin Que resentido que sos cok Messi colorado y eso porque nunca te dio bola ajajaja. Déjalo en paz. Anti fútbol,Mention,Text Only,417,0,Mexico,Backlash
Twitter,https://twitter.com/GuillermoSRguez/statuses/1499206344292843522,GuillermoSRguez,3/2/2022 9:13 pm,"Que se escuche fuerte y claro:👇🏼

Que nunca más se levanten esos muros de marginación, de discriminación y de exclusión que durante décadas mantuvieron a las y los jóvenes al margen de las tomas de decisiones. https://t.co/mYsPbjgR7Q",Message,Video,8325,4,Mexico,
Twitter,https://twitter.com/seperezu/statuses/1499204561382293506,seperezu,3/2/2022 9:06 pm,EmbaMexGua saludos sabrán si todavía siguen cobrando en migración de frontera Hidalgo en Suchiate por gestionar la TVR el mismo dia?,Mention,Text Only,888,0,Guatemala,
Twitter,https://twitter.com/AleRojasRosas/statuses/1499203310342967300,AleRojasRosas,3/2/2022 9:01 pm,El concepto de la clase social en la torería marxista contemporánea https://t.co/hj628sYp85 https://t.co/snl7kylDkq,Message,Photo,1290,1,"Casa Blanca, Puebla, Mexico",
Twitter,https://twitter.com/jmartinez67/statuses/1499202145475776520,jmartinez67,3/2/2022 8:56 pm,"Que 🐕 🐻  que te detengan por incumplido, pensé que solo los prietos acomplejados como @TenochHuerta no daban pensión... https://t.co/7y61YA4cKW https://t.co/dNwwq1436x | QT: El socio fundador del Baby'O fue trasladado al Reclusorio Sur de la #CDMX. 

https://t.co/qb9ucPkDyb",Message,Photo,858,0,Mexico,
Twitter,https://twitter.com/Iosef34254305/statuses/1499200527569203206,Iosef34254305,3/2/2022 8:50 pm,"HernanGomezB Mientras tanto, tu partido @AccionNacional se reúne con sicarios, secuestradores y clasistas",Mention,Text Only,51,0,Mexico,
Twitter,https://twitter.com/Iosef34254305/statuses/1499200327773532168,Iosef34254305,3/2/2022 8:49 pm,"Mientras tanto, @AccionNacional se reúne con sicarios, secuestradores y clasistas, https://t.co/xEfYrfRV46 | QT: Dos grandes. Nos une la lucha por la igualdad y la justicia. “Todas las voces todas, todas las manos todas… canta conmigo canta, hermano americano, libera tu esperanza con un grito en la voz” https://t.co/6EXXiqo7tX",Message,Link,51,0,Mexico,
Twitter,https://twitter.com/Iosef34254305/statuses/1499200160991170561,Iosef34254305,3/2/2022 8:49 pm,"Claudiashein Mientras tanto, @AccionNacional se reúne con sicarios y con clasistas",Mention,Text Only,51,2,Mexico,
Twitter,https://twitter.com/NewCuuVoyeur/statuses/1499197010376806406,NewCuuVoyeur,3/2/2022 8:36 pm,parejavoyeurpue Que suerte tiene ese indio en tu mano !!!!,Mention,Text Only,117,1,"Casa Blanca, Puebla, Mexico",Origen cultural
Twitter,https://twitter.com/UNICAESRADIO/statuses/1499196238264250371,UNICAESRADIO,3/2/2022 8:33 pm,"El director ejecutivo de Proyecto Inmigrante anuncia que este sábado 26 de febrero se llevará a cabo un taller en el que “les vamos a estar llenando las aplicaciones completamente gratis y les asesoraremos”.
➡️ https://t.co/nrGDzDhnk0",Message,Link,1669,0,"Grand Prairie, Texas, United States",Migración
Twitter,https://twitter.com/LajosSzaszdi/statuses/1499195654077353988,LajosSzaszdi,3/2/2022 8:31 pm,Más de 2.000 inmigrantes protagonizan el mayor asalto en años a la valla de Melilla para entrar en España: https://t.co/WFbSJ8sbbd Los moros se aprovechan de la atención prestada a la Guerra de Ucrania para permitir la invasión de Melilla por subsaharianos,Message,Link,1210,1,"San Juan, Puerto Rico, United States",Migración
Twitter,https://twitter.com/MDOPedro/statuses/1499195485332152324,MDOPedro,3/2/2022 8:30 pm,Puros pitines celebrando el genocidio de su putin... Mal haya sus juventudes enajenadas... color cazuela... https://t.co/ekcMTcCTpI | QT: 👍 Agradecemos mucho el apoyo y las palabras de solidaridad de la juventud 🇲🇽 mexicana del Estado de México! https://t.co/4660lNJRbh,Message,Link,2977,2,"Cuernavaca, Morelos, Mexico",
Twitter,https://twitter.com/Rivka_Azatl/statuses/1499192791607431171,Rivka_Azatl,3/2/2022 8:19 pm,"🏳️‍⚧️ Junto a @EquisJusticia @JessicaMarjane fue parte de la postulación del primer caso de discriminación hacia personas trans resuelto por la 👨‍⚖️👩🏻‍⚖️ Corte, sobre el tema de reparación del daño. En #CadenaFeministaMx reconocemos su lucha por #HacerVisibleLoInvisible #7M #8M https://t.co/q7hgfMWUjW",Message,Photo,4279,13,"Oaxaca de Juarez, Oaxaca, Mexico",Género
Twitter,https://twitter.com/JoaqunValladar1/statuses/1499189905636876290,JoaqunValladar1,3/2/2022 8:08 pm,"Diotimais @AccionNacional  @vox_es 
del más asqueroso racismo
nazismo practicantes de la
cultura del odio en la especie
humana no comprenden que
todos somos iguales",Mention,Text Only,171,5,"Patzcuaro, Michoacán, Mexico",
Instagram,https://www.instagram.com/p/Can1jl8Llwz/,,3/2/2022 8:00 pm,"🟣 #SerMujerSerDiversa
En contra de la #discriminación, las #mujeres de poderprieto_mx nos enseñan que #DondeHayPrieturaHaySabrosura 👊🏾.
Conoce este colectivo que lucha por erradicar el #racismo y mantenernos unidas en un 🌎 desigual.",Message,Photo,0,105,,"Género, Tono de piel"
Twitter,https://twitter.com/jesus7491/statuses/1499184589272756233,jesus7491,3/2/2022 7:47 pm,jarizabaletaf Racista y marica.,Mention,Text Only,138,0,"Miramar, Florida, United States",
Twitter,https://twitter.com/trurin/statuses/1499184455612698625,trurin,3/2/2022 7:46 pm,"🏳️‍⚧️ Junto a @EquisJusticia @JessicaMarjane fue parte de la postulación del primer caso de discriminación hacia personas trans resuelto por la 👨‍⚖️👩🏻‍⚖️ Corte, sobre el tema de reparación del daño. En #CadenaFeministaMx reconocemos su lucha por #HacerVisibleLoInvisible #7M #8M https://t.co/YjIZNpeYoQ",Message,Photo,4917,16,"Tuxtla Gutierrez, Chiapas, Mexico",Género
Twitter,https://twitter.com/renekmp/statuses/1499183652214751234,renekmp,3/2/2022 7:43 pm,"Un resentido,autócrata sin escrupulos.YSQ. https://t.co/l3Ab1OnqSF | QT: ¿Qué clase de ser humano justifica una guerra (la que sea) para alinearse con sus “preferencias” políticas?",Message,Link,1456,1,Mexico,Backlash
Twitter,https://twitter.com/Fraguavilla/statuses/1499182208908775433,Fraguavilla,3/2/2022 7:37 pm,ChumelTorres Eres un miserable @ChumelTorres  racista y pendejo. https://t.co/F804AGBAiD,Mention,Photo,652,0,Mexico,
Twitter,https://twitter.com/ARCADIASALINAS/statuses/1499181300456042496,ARCADIASALINAS,3/2/2022 7:34 pm,"Junto a @EquisJusticia @JessicaMarjane fue parte de la postulación del primer caso de discriminación hacia personas trans resuelto por la 👨‍⚖️👩🏻‍⚖️ Corte, sobre el tema de reparación del daño. En #CadenaFeministaMx reconocemos su lucha por #HacerVisibleLoInvisible @LaraNadiaLuz https://t.co/H5Zoku5jbC",Message,Photo,1073,10,"Cuautla Morelos, Morelos, Mexico",Género
Twitter,https://twitter.com/rulandres/statuses/1499180763522248705,rulandres,3/2/2022 7:32 pm,"LassoGuillermo @JorgePintoD La segunda oleada más grande de migración, producto de tu mal gobierno @LassoGuillermo, sigue y seguirá saliendo del país!

¿Tú y tu equipo ya han desarrollado alguna política para fortalecer a la clase media del país o es poco lo que les has clavado en impuestos?

🤡👠",Mention,Text Only,820,46,"Hilshire, Texas, United States",
Twitter,https://twitter.com/alfonso_yanez/statuses/1499178793050820609,alfonso_yanez,3/2/2022 7:24 pm,"En alianza con el Gobierno del Estado, conmemoramos el día de la cero discriminación para poner de manifiesto la promoción de la inclusión, la paz y los cambios que la sociedad requiere. La discriminación ataca el corazón de la dignidad humana. https://t.co/C8k5aGGSxL",Message,Photo,5222,15,Mexico,
Twitter,https://twitter.com/DulceGeisha/statuses/1499178360374661120,DulceGeisha,3/2/2022 7:22 pm,Hay gente que le ofende más que dios no existe a qué les digan prietos de forma despectiva. No entiendo.,Message,Text Only,620,1,"Las Delicias, Baja California, Mexico",
Twitter,https://twitter.com/Tio_Espartano/statuses/1499175931168104450,Tio_Espartano,3/2/2022 7:12 pm,"Lo de Alejandro Riaño @AlejandroRia se llama racismo, clasismo y homofobia. Así la víctima de su racismo sea de cualquier inclinación politica y así se justifique en la ironía de un personaje interpretado. Lo de Alejandro Riaño se llama #RACISMO.",Message,Text Only,3533,12,"North Miami, Florida, United States",
Twitter,https://twitter.com/QroInmupred/statuses/1499175214487425034,QroInmupred,3/2/2022 7:09 pm,"Tuvimos una reunión con el Dr. Javier Rascado, el nuevo Ombudsperson de la Defensoría de los Derechos Humanos de Querétaro para acordar los términos del convenio de colaboración a favor de los derechos humanos y la no discriminación 

#cerodiscriminacion https://t.co/cCcKqz1mV6",Message,Photo,1107,2,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/torres_xavier/statuses/1499174455632809984,torres_xavier,3/2/2022 7:06 pm,"No se vale Ariel también quiere el verde, esta bien me quedo el negro, soy prieto y creo que no me va muy bien, pero pues tengo bóxer negro que le combina. https://t.co/HjeBNd6bcR | QT: Mucha panza y se me verían los webos https://t.co/nBo3LtjGX7",Message,Link,461,0,Mexico,
Twitter,https://twitter.com/29Toninho/statuses/1499173080240898049,29Toninho,3/2/2022 7:01 pm,"c4jimenez @FiscaliaCDMX @Acapulco @PDI_FGJCDMX @AICM_mx @telediario Lo tendrán en una celda exclusiva? Sería una tortura para el si lo ponen con la población ! El seleccionaba el público que entraba en su discotec decía quien si quien no, es más si llevaban bermuda sea quien sea no entraba rey de la discriminación por años uy pero el juez 💵🎓💰",Mention,Text Only,410,4,"Cuauhtemoc, Mexico City, Mexico",
Twitter,https://twitter.com/jasmine_gar_/statuses/1499172795334463496,jasmine_gar_,3/2/2022 7:00 pm,Las bonitas y bonitos son los mal acomplejados como su físico que será? O son muy tímidos también,Message,Text Only,788,0,"Charlotte, North Carolina, United States",
Twitter,https://twitter.com/mocasinardilla/statuses/1499171285234028552,mocasinardilla,3/2/2022 6:54 pm,"Hasta los huevos de chistes de ceniza y prietos, ya quiero que sea Jueves e ir a los tacos",Message,Text Only,449,3,"Tesistan, Jalisco, Mexico",
Twitter,https://twitter.com/Farfanmx/statuses/1499166167394566144,Farfanmx,3/2/2022 6:34 pm,"casa_lamm siempre ha sido clasista y discriminadora. ¿Por qué hasta ahora se percatan de ello? Espero que haya reparación del daño en términos económicos o que se clausure ese centro de élite.
¡No a la discriminación indígena!
Ccp. @cultura_mx @CulturaCiudadMx @alefrausto https://t.co/W6JgEj9vOn | QT: Brígida Ricardo Matilde fue discriminada en el centro cultural y restaurante Casa Lamm. Ella y activistas que la apoyan, buscarán la reparación del daño. https://t.co/P5Vg7AKo6f",Mention,Link,156,0,"Colonia Lindavista, México, Mexico",
Twitter,https://twitter.com/poisonJadeVine/statuses/1499166162441191429,poisonJadeVine,3/2/2022 6:34 pm,rafaMEX3 La única forma de cambiar es ser antirracista. No ser racista no es suficiente,Mention,Text Only,5389,1,"Guttenberg, New Jersey, United States",
Twitter,https://twitter.com/TONIVERGA30/statuses/1499162165999288323,TONIVERGA30,3/2/2022 6:18 pm,insectachan @DIK_GUEK Prieto tengo el culo,Mention,Text Only,1413,4,"Villa de Costa Rica, Sinaloa, Mexico",
Twitter,https://twitter.com/RamEsthefania/statuses/1499160864590635012,RamEsthefania,3/2/2022 6:12 pm,"«Llamamos a las autoridades correspondientes de Querétaro a fortalecer el Consejo Estatal para Prevenir la Discriminación y el Instituto Municipal para Prevenir y Eliminar la Discriminación (INMUPRED) para garantizar la Cero Discriminación en la entidad.
https://t.co/OS7d6Laj2M",Message,Link,3,0,"Santa Rosa Jauregui, Querétaro, Mexico",Perfilamiento racial
Twitter,https://twitter.com/yincedsa/statuses/1499160480551739396,yincedsa,3/2/2022 6:11 pm,#AlejandroRacista @MiguelPoloP debería demandarlo ya por calumnia y racismo,Message,Text Only,847,0,"New York, New York, United States",
Twitter,https://twitter.com/erickmonroy/statuses/1499159099262398465,erickmonroy,3/2/2022 6:05 pm,"Salieron de México en busca de una mejor vida, el sueño de 3 migrantes se truncó cuando fueron asesinados en Phoenix https://t.co/w5cmgZeiHU vía @12News #Phoenix #migrantes #12NewsEnEspañol",Message,Link,1261,0,"Phoenix, Arizona, United States",Migración
Twitter,https://twitter.com/rodorti/statuses/1499159057487310856,rodorti,3/2/2022 6:05 pm,GilbertoMNX @feliperobles @AXL__tw @anticomunista43 Apoyados por 30 millones de resentidos y 43 millones de huevones que no votaron....tienes razón en nuestro país esa clase de piltrafas llegan a lo alto.,Mention,Text Only,3239,6,"Monterrey, Nuevo León, Mexico",Backlash
Twitter,https://twitter.com/RamEsthefania/statuses/1499159031658778636,RamEsthefania,3/2/2022 6:05 pm,"Joven Hombre Araña participa en taller de Masculinidades Incluyentes por el Día de la Cero Discriminación en Querétaro.
https://t.co/cic26QpJ4Z. https://t.co/FSpOUAsC4e",Message,Photo,3,0,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/C13Tapachula/statuses/1499157376015994883,C13Tapachula,3/2/2022 5:59 pm,"#EsteDía | Con la promesa de ser atendidos por las autoridades de migración, cientos de migrantes acudieron a los cerritos en busca de la oportunidad de salir de Tapachula, supuestamente a través de un rumor se les invitó a reunirse en este sitio,donde serían sacados en autobuses https://t.co/9gOsIPBR8x",Message,Photo,68,4,"Tapachula, Chiapas, Mexico","Perfilamiento racial, Migración"
Twitter,https://twitter.com/JosMata86701958/statuses/1499154337385357324,JosMata86701958,3/2/2022 5:47 pm,"cocinamestiza @Ana51037937 @nancy_contra Pero estamos ahora y es lo que importa ustedes ciegos solo quieren ver el pasado para tratar de ignorar el presente que ustedes apoyan y el cual es mucho peor, todo por resentidos de no querer esforzarse para ser y tener.
#CuantoGananLosTrivagos",Mention,Text Only,193,9,"Santa Rosa Jauregui, Querétaro, Mexico",Backlash
Twitter,https://twitter.com/dalialarisa/statuses/1499154284537171970,dalialarisa,3/2/2022 5:46 pm,"nbernaln_ Que nos lleve la tiznada, pues.
Eres una prieta hermosa, yo te sigo siempre.",Mention,Text Only,156,0,"Santa Rosa Jauregui, Querétaro, Mexico",
Twitter,https://twitter.com/sergiom89759600/statuses/1499153741970354180,sergiom89759600,3/2/2022 5:44 pm,No solo racista muy amigo de PETRO ASESINÓ  #AlejandroRacista,Message,Text Only,118,2,"Hollywood, Florida, United States",
