name,twitter handle,id,followers,bio,influence score
S,ssstsippin,1112768195042136065,127,,18
Martha julia,FLAKA101288,766506655534161920,63,,18
Manu 🌵,mvnv_21,2249958178,82,"Si vis pacem, para bellum💫💥                      

https://www.instagram.com/mvnv_21/",18
Delber Jose Lopez Norori,jose_delber,1002272922084499456,21,,18
La Mesa Redonda,lamesaredondan1,981579330278055936,1125,"Noticias: Política - Economía - Cultura - Sociedad - Religión
Noticias Internacionales",18
Yamil Ríos Acuña,Yarios09,1697945449,60,,18
Bebotachi,carolvanessagp,2176905354,304,"21
♍
💖💜💙",18
"Es Nicaragua, no es cualquier basura",Nicaragua19A,535011890,55,Soy Nicaragüense por gracia de Dios 💪,18
Henrri David,11lopez31,476930356,82,español,18
Erling Galeano,ErlingGaleano,302807180,94,"Descendiente de la Resistencia Nicaragüense en contra del Orteguismo , Luchador incansable por el Fortalecimiento de la Democracia y el Estado de Derecho.",18
SheylaSamantaSD 🇳🇮,SheySamantaSD,3031840031,143,"Nicaragüense 🇳🇮
Twitter de Angela Leiva @AngelaleivaTeam",18
𝒸𝑒𝒸𝒾ღ,ncecip,1078698335555543040,193,,18
KV✨💫,vilma_vive,1111018702445649922,36,Que todo fluya y nada influya ✨🧚🏽‍♀️✨🧚🏽‍♀️✨🧚🏽‍♀️,18
Andrés Ramiréz,Andresram_,1027361720283680768,86,Trader de divisas | Ing. En energías renovables.,18
Chelo,marcelo90,40383086,304,"Ingeniero 📊 , Papa , Esposo, Defensa ⚽,   💻🚀",18
Dariana sc,darianaa_s,1036670765553340416,409,🎭IG: dariana__c,18
Rotland Roldan,Rolandoe2018,998670152353959938,10,Director of @DarianaSpanish School since 2005. Historian.,18
Armando Jose Garcia,GarciaSalinasA,130349474,46,,18
☾ ℕ,Nay_220900,1045153722496618497,144,,18
Juan Rodriguez,JuanRod00154084,900712146123853827,7,Dios con nosotros,18
Abraham Lewis,abraham96_lewis,1105881108292476929,15,Azul y Blanco de corazón 🇳🇮,17
Diaz,AMANOPELADA,172373448,75,220386,17
Iza,Izayana72,287024402,34,,17
Jorge Luis Lira M.,JorgeLuisLiraM,1089957355,71,"Primero nuestra patria, fuera la dictadura.",17
Diamante Azul.,nica0801,752913817953267714,63,"Defensora de los derechos humanos, Pro Vida, Cristiana.",17
Flávio Izaguirre,flavio_izalopez,1116200696578179072,108,Nicaragua 🇳🇮 U.S.A 🇺🇸 Brasil 🇧🇷| Political Science Student K.U 👨🏻‍🎓| traveler ✈️🎒🕶,17
tuyugoAzulyBlnco,TuYugoAzul,578214349,37,,17
blakiebummer,jacalerov1,862171795,3,🕴️,17
LAES,Laes0391,719163565165273089,13,Madridista y Yankeesta 100%,17
Yansy Villavicencio,YansyVillavice2,1067929364715749377,216,,17
"Nicaragua, Paz y Bien",nic_pazybien,779382016294981633,271,"☀️ Abogado nicaragüense, amante de la paz",17
rcajinab202,rcajinab202,996817641250656258,32,,17
arq. oso,omartinoblandon,4810602684,1097,Arquitectura. Diseño y construcción / dulce como un caramelo de limon / Amo pintar,17
GauUchiha,Gau_Uchiha,155002655,106,(๑•̀ㅂ •́)و ✧,17
Hernán Miranda 🎬,arturo186123203,897227445979545600,131,"Periodista independiente 
                                                                canal de YouTube: UN TV NICARAGUA
 
                       Fotógrafo",17
🍀Carlos Flores🍀,Flores_Carlos_B,881639294,274,"La locura es como la gravedad, basta con un empujón🃏 Gentleman🎩Ig:Chef_n_cowboy",17
Santos Roberto Pérez,robertnicaragua,2301894462,16,"soy docente de Geografia e Historia en el Instituto Nacional Santos Escobar Carmona, Punta Gorda Bluefields, RACCS NICARAGUA",17
Carol N.,carol291081,1016002911569170433,42,,17
Elliu,OElliu,1016901955661246464,111,"Ama a una persona por su software, no por su hardware..!",17
Mayu,MarjourieDuart1,757988729944322048,72,Activista Política/ Universitaria,17
Carlos B. Avendaño,carlosaavendano,235047592,38,CEO en BLAU Consulting Group,17
Norman R Vado,NormanRVado,2306807701,29,Casado con Daniela Vado - 26 años - Coordinador de Seminarios e Institutos de Religión en La Iglesia de Jesucristo de los Santos de los Últimos Días.,17
Luis David Corea,luiscoreacastae,352403431,81,"Por una Nicaragua libre

Justicia
Libertad
Democracia",17
Peperan✨,molotovmorterin,996065721829548049,130,"Ruben Darío

Nada mejor para cantar la vida,
y aun para dar sonrisas a la muerte.",17
𝑳𝒊 𝑺𝒂𝒏𝒅𝒊𝒏𝒐💥,sandino_li,4769794768,99,"Leon 🇳🇮, IG: li_sandino06",17
Ray -Mc,ralexmac,2216513811,11,,17
Marcello Devoto,DevotoMarcello,871161151811457024,32,,17
guevara_daya🇳🇮,Nic505day,870268394272116737,90,"Yo soy de un pueblo pequeño, pequeño como un gorrion💫",17
Adri Mond.,adrimond33,235757140,243,"“The earth has music for those who listen"".𝐄𝐍𝐄𝐎- 𝐔𝐍𝐀𝐌. [𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺: 𝙖𝙙𝙧𝙞𝙢𝙤𝙣𝙙33] LE❤ “Mereces lo que sueñas”.",17
Juan Carlos Chamorro,juankcham,525604210,35,,17
Álvaro Baltodano Ramírez,lvaroBaltodano1,1069767265640476672,24,,17
Roberto 🐟,Robervanegs,3284705676,173,"Corinto♥️
Nicaragua🇳🇮",17
Pablo Carrión,Pcarrion_2,1631775072,120,Ángeles,17
Caperucita Calum,KathyRugama1208,950207815141949440,22,"5SOS es
LUKE HEMMINGS, 
CALUM HOOD, 
MICHAEL CLIFFORD,
ASHTON IRWIN ❤️",17
Jota te,joseperalta74,591472436,10,"Nicaragua,centroamerica",17
lopez nelson,nelocafe,789288280357339136,95,,17
Eimy Lucía🦦,woo_lucia11,3238118348,302,🐧,17
José Guerrero Lovo,JosGuer29264684,1005806405901791232,9,trabajo,17
Bayardo,bayardomendez17,2957876063,73,"Democrático, Católico, pro-vida.",16
Luigy Vado,vadomayorga,51477932,81,"People say you don't know what you've got until it's gone. Truth is, you knew what you had, you just never thought you'd lose it...",16
De las que no dejan de joder!,ShoesLoverNica,742169107,20,Y SEGUIREMOS JODIENDO!,16
Agustin Moreira,amoreira505,1026512296997277696,21,,16
Cristopher Martínez,_emevece,2523146670,14,Contador Público Autorizado. Impuestos. Finanzas. Historia y a veces filosofía.,16
Mizael Chamorro,MorenoMizael,2824164953,20,"padre de familia Temeroso de Dios.
humilde ,licenciado  con un postgrado en derecho penal.
activista politico en ciudadanos por la libertad CxL",16
IzellGM,IzellGutierrez,384907927,36,,16
Hope 🌞Esther 💚💚,ejcarv27,880813375,150,"Me fascina la literatura y soy fans de la animación japonesa, TAEMIN  y BTS. Me gusta leer y escribir. Amo a mi familia #Army",16
Bryan Sobalvarro,SobalvarroBryan,929578348891734016,59,"🇳🇮 Nicaraguense 
Comunicador en procesó ⬆",16
Jonathan Gadiel,GudielSilva,3631672940,36,,16
cesar matamoros,cesarmatamoro22,2486093635,13,"aficionado a las carreras, 420, ING.",16
Raymundo F Solano E,RaymundoFSolan2,865256366394540032,9,Hablo fuerte y claro.,16
Claudio Fernandez,Jardines1975,364945930,27,"Dealer de Monterey, Pursuit y Blackfin Boats",16
irene vanessa,irenevanessa4,1073960347,36,,16
Shoy34,Shoy341,989372095044964352,10,,16
Ana Narvaez Rivera,ana_narvaez36,782013067483766784,5,"Nicaraguense por gracia de Dios 100% Leonesa
IG: Ana Narvaez Rivera. 
23 años
Geminis",15
Ňəğřîţã Õpõřţã 🖤❤🇳🇮 Ingeniera,ClaraOporta,1238117178953682951,18,"Cuando el Clarín de la patria llama, hasta el llanto de la madre calla. Simón Bolivar.",0
Cesar Sequeira,CesarSequeira20,1361046010622058501,35,,0
AZUL Y BLANCO /NICARAGUA🇳🇮,Somolibres2021,1371287351062847488,0,"¿Qué sos Nicaragua para dolerme tanto? 🇳🇮
#Nicaragua 
#AzulYBlanco😍",0
Nayeli López 🍒,NayeliL75389207,1267626277088919553,336,Metas por cumplir en el nombre de Dios 💙🙏,0
BE⁷🧈jessi💛bts💫⟭⟬,JessilethCente1,1333499472333185024,8,💜💫🌺나를 행복하게 만드는 유일한 것은 BTS가 매일 더 성공하는 것을 보는 것입니다🌺💫💜,0
Fresia Ruiz,FresiaRuiz17,1269007750048202763,26,"Nicaragüense🇳🇮, bondadosa💚, madre de dos cobayos y un perrito🐕🐹  🌱estudiante de mercadotecnia🌺🥀🌹",0
Serrano🐰,virgie_ly,1241009399642144769,201,🇳🇮,0
Joel,ppoliticoNi,1247527986141642752,24,Nicaragua 🇳🇮🇳🇮 Libre de Tirania💪💪,0
Fredthman,Fredthman777,1343408334590849025,4,"soy un friki amante de la física, relaciones internacionales y el cine 🥰",0
Antonietta 🇳🇮TROPA PLOMO,Tonichelita,1285210535022211072,315,,0
Cristiana Lacayo,CrisLacayoCh,53814032,368,Periodista. Gerente de Comunicación de Fundación Violeta B de Chamorro. #AzulyBlano y comprometida con una Nicaragua Libre!,0
Sergio Moreno,_tututu_91,1240371293050019840,4,"Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that.
Martin Luther King, Jr.",0
Billy,Billyrbr,1318648570665443331,670,Católico|Esposo|Padre|Ing.Químico #Dios #Familia #Iglesia #AmorisLaetitia #inocuidad,0
Towers,Youngking1810,1248497487423266818,205,,0
CREW 😎💜,bangtanniccrew,1172278317556424706,310,Cuenta secundaria de @Nicaragua_RM @JinNicaragua @YoongiNicaragua @JhopeNicaragua @JiminNicaragua @Nicaragua_V @JK_Nicaragua parte de @BangtanNic ¡SÍGUENOS! 💜,0
•hey•,heyjsot,1004522171799138306,49,En ruinas como Roma.,0
Marissa Rueda 🍭,marissa_rueda,1195732483087773697,483,,0
Yudielky María 💫,YudielkyB,1204092765971394568,402,Love & Peace✨,0
Amelia11,Amelia01galeano,1219827096253607936,6,💞💫,0
Eduardo Diaz,eduardodiazc98,420551494,68,The two most important days in your life are the you're born and the day you find out why,0
_allilara_,_allilara05,1197005208586465280,39,Political Science Student📚IXVIII. 🇳🇮 _allilara_ 📷,0
Athaltwolf,soyluisotero,1142875540531159040,35,"No importa quien seas en el interior, tus acciones son las que te definen.
#Pinolero #snk #poemínimo",0
Gabriella15,Gabriel37997023,1394173258002571267,1,"Nicaragüense por gracia de Dios 🇳🇮❤         
Amor por los animales 🐕🐈🐷🦒🐰🐼🐨",0
𝑵𝒂𝒚 🥭// 👑,Ncapower,1214269280172199936,670,"Nicaragüense por gracia de Dios 🙌🏻🇳🇮
Mauti Patokey Jaztilita Matikey
#GacelaRodríguez #MatiStan #VikingaStan #PabloStan",0
Bianca Cisneros,BiancaC70245580,1290547608021274624,8,☆MÁS ESENCIA MENOS APARIENCIA☆,0
pomylo anthom,EspinoRomulo,2959111475,514,viva nicaragua libre,0
Fernando Corea,FernandoCorea11,943986876842758149,4,Amén,0
Kev Luna,Lordboner69,226036669,90,"-ASH IS OUR PUREST FORM. 
-YOU ONLY LIVE ONCE.
-I Am Nothing Like You
GRACIAS TOTALES!",0
Roberto Carlos,Robertopolancob,171173579,13,Un amigo.,0
ᴵˢᵃᵉᵐʸ ⁷🧈💛,ClaraG13594572,1204235444847874048,16,"𝓑𝓐𝓝𝓖𝓣𝓐𝓝




                                                                                 ᴸⁱᶠᵉ ⁱˢ ᵇᵒʳʳᵒʷᵉᵈ, ʸᵒᵘ ʰᵃᵛᵉ ᵗᵒ ᵉⁿʲᵒʸ♥︎",0
gradys.g,Mapachito_99,963200168437874688,7,Never More 🌠,0
Antonio González,Antonio05522171,1373333555200294916,33,Nicaragua 🇳🇮🙏🏻,0
JBarrios,jbarriosph,1344339417813680128,0,"#Nicaraguense #SOSNicaragua 🇳🇮
Fotógrafo principiante. 📸",0
Harell 💜 아로하 ✨ J.W,PolarRoha_JW,848028493908779008,235,"⭐ Wanna Be Your Star ⭐
.
.
.",0
abcesesandoawitado,BomeCarlos,1046874732069408768,419,si me das café te amaré toda la vida. Soy géminis no esperes mucho de mi🤌🏻,0
⚡,OBinLaden21,1229596363186462721,344,"Proletariado Nicaragüense. Managua. 
                  

| Writer |

| Graffiti Latinoamérica |

| RENFAN VIVE |

|EXATRINCHERADO|",0
❤ Kookie ❤,BarredaAnahi,1260065580129964032,30,"ARMY 💜
Nicaragua 🇳🇮
OT7 👑",0
🌟🇺🇸🇳🇮Ramses Nubis🇳🇮🇺🇸🌟,Ramsesgust,1203737149759201280,155,,0
Uriel Nica,Uriel97538818,1208797901364879360,3,Lucho por la libertad de mi país Nicaragua.,0
Contanet Services,ContanetS,174028152,11,,0
TheOriginalMirey 🇳🇮 🕊️🕊️🕊️ 🇳🇮,Nicaraguasos88,1357746051848024067,42,Do good without looking at whom,0
DavidDerivas,DavidDerivas,1401263216097910786,12,orgulloso ser de Rivas,0
🦋Marelys Geraldine🦋,MarelysGarcia07,1289767342860312576,286,,0
Lic. Larry FLores,flarry25,1575499315,3,"Abogado y Notario publico
Pintor artístico",0
ℭ𝔞𝔰𝔱𝔦𝔩𝔩𝔞 🇳🇮,Arelly12869246,1399914398601330690,6,Mi forma de ser...,0
🦋,Gabriel08424920,1369126262942408705,83,,0
No One🌵,meligarmend11,1140158535772311552,775,"¡VIVA NICARAGUA LIBRE!#SOSNicaragua Stark, Winter is here ! G'19 〽 Loving to be the Grinch🎄",0
Rln Nt,msgnts,1444617636,22,Ocupación: Profesional,0
Michiqui...,Furituri9,1320999085,11,,0
Marlon Antonio Morales Rodriguez,MarlonA21480130,946023264467513344,40,Deportes Fútbol,0
Antipucho,antipucho,1344668860671291393,64,Revolución Sandinismo Revolución,0
❥Angela | fp,Vaquitasxpatit1,1385672166155423744,203,"⌗𝚁𝚊𝚕𝚏 , 𝙳𝚊𝚛𝚒𝚊𝚗 , 𝙼𝚊𝚛𝚒𝚊𝚗 , 𝙹𝚎𝚊𝚗, 𝙻𝚒𝚋𝚒 , 𝙾𝚛𝚜𝚘𝚗 , 𝙽𝚊𝚒𝚖𝚒, 𝙹𝙹 ✧
Angela || Fanpage 
𝐈𝐠 : @/vaquitasxpatitas",0
Erlin Lozano,ErlinLozano2,1381318820065902609,29,"soy Nicaraguense por gracias , de Dios 🇳🇮",0
Bellaly Sanchez,Bellas3107,405990297,13,,0
RACL,castrorodis5,1369280959938461696,10,Salvar el planeta,0
Axel Rivas Garmendia,RivasGarmendia,1221547505265057795,0,"Nada, lo que ves es lo que hay.",0
♥️🖤Moreno Revolucionario ✌️🖤♥️,Semarjo07,373179135,1409,"Las personas con buenos hábitos, mucha comunicación y con autoestima super positivo siempre agradan y son tomados en cuenta",0
Isbelda Molina Torrez,IsbeldaT,1124113614493945857,31,Mi tolerancia y carácter,0
C.Diaz,CDiaz70731881,1289015964600852481,24,"Soy una persona con sentido común, deseos de superación, dispuesto a hacer amigos y conocer",0
Josue Baldizon,BaldCope,1385263201571442688,29,"Perdí mi otro Twitter al cambiar mi teléfono. Aquí vamos! Viva Nicaragua Libre! Nunca, nadie, solo.",0
AdriBoo,AdriBoo18,1401744062626078723,1,"vive la vida y no dejes que la vida te viva
                    
𝚝𝚠𝚎𝚎𝚝 𝚜𝚒𝚗 𝚛𝚎𝚊𝚌𝚌𝚒𝚘𝚗𝚎𝚜 (;´༎ຶٹ༎ຶ`)

Niall 🇮🇪

Perú 🇵🇪🇵🇪❤",0
rqz,RenQ26,1324046539879292933,0,,0
CAP,ParrillaValle,942247640888238080,221,"Chico soltero en busca de amistades mujeres, para luego ver que pasa.
Si es posible disfrutar de un buen sexo.",0
Hoyes Ruíz,hoyes_iveth,992943392865730560,91,ISHL,0
𝕽𝖚𝖞𝖊𝖎𝖓𝖆👺,RuyeinaGH1,1223791906708213761,49,🔫,0
aynicaragua,aynicaragua1,1291226943908708358,2,"A & Nicaragua
Un espacio para discutir la cultura nicaragüense en sus diferentes ámbitos sociales, culturales y políticos.",0
Christina Saenz,Cristin21801553,1365342558025637888,1,Amo mi Paiz 💯🇳🇮 Nicaragüense de Corazón,0
Ángeles Llanes💙🤍💙,llanes_angeles,1251987362147639296,261,"PINOLERA 100%....🇳🇮
BTS😍 7777777💜🧈💛💜💥",0
Miguel Flores,Malejo03,1133391526770499584,146,"Defiendo la Lucha Azul y Blanco 🇳🇮
activista juvenil y defensor de la democracia. 
@AUNNicaragua 💛🖤",0
Aldebarán,Antares19891,1175857212692078592,31,Nicaraguense 💪💪💪,0
El juanjo,jjberdugo,264913052,3,,0
Gabriel Riguero Cardenal,GRiguero,1117657519982305281,136,,0
Wil,wilsoo21,1310129388629958656,247,He/Him,0
Luis rivas,Luisriv81714952,784896593740779524,28,,0
M. Angélica Almendárez,MAngelicaAlmend,1144055944759971840,44,Science enthusiast. Rebel for life.,0
Alejandro Ortega,alex52ortega,1270046766,21,"Ing.Agrónomo, con pensamiento democrártico, creo en libre mercado, libertad de información, católico, creo en Dios y la virgén María.",0
Grey Mejia Nica100%😍,CaleroSarahy,1197746335702822912,13,#Nicaraguense por Gracia de Dios y orgullosa de ser Nica #vivaNicaraguaLibre😊,0
Rey 👑,Ing_imaginario,988841259170230272,99,Trabajando como negro para vivir como chele 🥵,0
Gabriela Granados,GgranadosLaw,1336113342021328897,295,WR🕊️🤍,0
Tamara Vargas,Tamara_Vargas7,1270511397026365441,1405,Católica | Provida 💙 | Liberal-Conservadora | ❤ MKT | Presentadora de Jóvenes en Libertad de @JxLNicaragua | Miembro de @Cxlibertad | Opiniones son personales,0
Luis Felipe Palacios,LFelipePalacios,1143189066,664,Periodista. Corresponsal de la Agencia EFE en Nicaragua.,0
Selección de Nicaragua,selebeisbolnic,1154475192590249984,704,Selección Nacional de Béisbol de Nicaragua y todas sus categorías menores.,0
Marcos Cortez,mtinoco1998,1237086744841015297,35,"Con la mente más fuerte que el bíceps 💪
De rodillas ante Dios, de pie ante al mundo",0
BPA Free 🍃,BPAFreeETB,1393191567255654406,96,"No te cansés de buscar la verdad, es tiempo de despertar. Nuestra vida, nuestra libertad está en juego.Tu salud, tu responsabilidad.Todo es para bien.",0
Ricardo Rodríguez,ricroduarte,141693698,1,Consultor,0
Franco Libertador,francruzlo,2426446189,6,Licenciado en Derecho,0
E.Sandoval,ESandov14151712,1281252400913952768,174,"¡Levanta la voz por los que no tienen voz!
    ¡Defiende los derechos de los desposeídos!
¡Levanta la voz, y hazles justicia!
    Proverbio 31:8-10",0
Jhons Camaney,CamaneyJhons,1196653012984483840,54,"Algún dia, Nicaragua sera libre de dictaduras!amo la musica ochentera!",0
Jordy Garmendia,JGarmendia18,1312930018683695105,108,Activista nicaragüense / Periodista en proceso / Miembro de la @unidadnic y @Coalicion_nic,0
juan perez II,chocolita0812,1019980409243865090,12,Juan Pueblo de profesión,0
Fer,vega_fer20,1182798726018076678,252,Una malcriada como Nairobi 🤪,0
yig,yigvandalico,22074265,43,"Democracia, Justicia, Desarrollo Económico, Libre Mercado, Políticamente Incorrecto, Sonreír, Vivir",0
Leslia,sol_leslia,1267263112203419655,76,good vibes,0
Luis Velazquez,Luisvel02,1346220614433038339,31,,0
Ana Margarita Vijil,anavijil,39062550,16621,"Soy abogada, cientista política, activista y defensora de derechos humanos. Sueño con una Nicaragua libre para vivir!",47
Coordinadora Universitaria - Democracia & Justicia,CudjNicaragua,990295791645413376,6211,Somos la plataforma estudiantil que permite a las juventudes transforma la realidad política del país. ¡Sin autonomía no hay democracia! #LaCUDJResiste🇳🇮✊🏽,44
Jesús Sánchez,Sanchez__Jesus,87723413,7999,"Periodista. 
1971. 
Madrid. 
En @marca desde 1997.",43
Baya,BayitaSwan,17714059,2173,"Madre de dragones, hacedora de #cerveza. Tolkiendili y miembro de #ElClubDelSticker #AdelitaCervecera",41
Luis Carrión,lcarrioncruz,1400161340,5981,Economista - Master en Administración Pública - Directivo de UNAMOS,40
Stvn,iGalloPinto,1446835579,3002,"Que bien y que mal | Estudiante de Comunicación 🎙️| Taekwondo WT 🥋 | 🏳️‍🌈 🇳🇮

dicen que a veces me sacos unos tuitazos",39
It's_Sushi pa' AM; 🍣🇳🇮,Guzmanxitha,2858031977,1131,"🍣 ᴄᴏᴍɪᴅᴀ ꜰᴀᴠᴏʀɪᴛᴀ ᴅᴇ @AbrahamMateo 💜 Éʟ ᴍɪ ɪɴꜱᴘɪʀᴀᴄɪÓɴ ☾🦅 ᴍɪꜱ 11:11 ꜱɪᴇᴍᴘʀᴇ ꜱᴏɴ ᴘᴀʀᴀ ᴛɪ ᴀʙʀᴀʜᴀᴍ ᴍᴀᴛᴇᴏ🕯
•••☆••• 🦄 ᴘᴀʀᴛᴇ ᴅᴇ ʟᴏꜱ ᴜɴɪᴄᴏʀɴɪᴏꜱ ᴅᴇ 
@vegetta777 💜",39
• Hazzell | Déjà Vu: my religion •,CNCOjrk,1471253527,2341,📌:𝒕𝒓𝒆𝒂𝒕 𝒐𝒕𝒉𝒆𝒓𝒔 𝒕𝒉𝒆 𝒘𝒂𝒚 𝒚𝒐𝒖 𝒘𝒂𝒏𝒏𝒂 𝒃𝒆 𝒕𝒓𝒆𝒂𝒕𝒆𝒅 -𝑱𝒐𝒆𝒍 𝑷𝒊𝒎𝒆𝒏𝒕𝒆𝒍. ɢᴏᴅ ɪs ɢᴏᴏᴅ | ᴄɴᴄᴏ ⁰⁵.¹².¹⁹ | ᴊ&ᴇ-ᴀ&ᴛ |ᴡᴡᴇ-ᴍʟʙ-ᴊᴀᴛᴘ ♡,38
mm,mlmolinaa2,1026693994993070082,3204,BJMP👼🏻//💚💚,38
Oscar Navarrete,navax1969,707212688120647680,1940,"Amante de la Fotografía, buen cine, literatura y las conversaciones entre amigos.",37
🛸,_unexpected0,917874732,2791,,35
Marcos Medina Ramos,MarcosMedina_R,894453090,6119,"Periodista de vocación, comunicador de profesión. Creyente católico.",35
grace⁷❅ Freeze,Gracee_twt,749326790569529344,862,"Hᥙffᥣᥱρᥙff 💛✜ In this world of ice, you’re the on1y shining glow",34
Grace 🌑☁️,greys_hv,2615688596,2140,"Escribo historias de amor de noche, fangirleo a Christopher Uckermann intensamente de día.
⭐Wattpad Star.
Autora de Pago de Wattpad y Booknet.
❤📚🎶",33
Pablo Sala,pabloladen,718472234,557,Jugón y Enfermero. Enfermero y Jugón. Apasionado de las motos @EnfermeroEnRuta . También conocido como Turkit0 y bomberonurse,32
•S•,DoaStefany,1738446378,1740,Nap queen,32
⭐️🥀,sailormorgue,3382577159,792,"Sid || 22 || Cosplayer 🎩, Video Game Player 🕹|| Horror Enthusiast 👻 || creator in many ways || 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇩🇪 || she/her #BLM",32
🇳🇮 NICARAGUA LIBRE !,Antonionic007,62577264,1047,"❤Nicaragua merece Justicia, Libertad, Paz y Democracia ! La libertad es un regalo de Dios.",32
Anonymous 🇳🇮,Anonymous_OPNic,987319253517983744,1526,19 de abril Grito x Libertad✊🇳🇮 #SOSNicaragua ✊🇳🇮 #QueVivanLosEstudiantes ✊🇳🇮 #UnidosPorNicaragua ✊🇳,32
Olga Elwes,OElwes,4003308496,2173,Profesora en la Facultad de Educación de Toledo (UCLM). Gran lectora y amante de la música española y francesa. Cuenta personal.,32
Alfonsina de abril🆘️🇳🇮,AlfonsinaBadAss,151048046,879,"🆘️🇳🇮🆘️🇳🇮🆘️🇳🇮🆘️🇳🇮
Defensora de Derechos Humanos, fiel soñadora de una posible realidad. Soy @Reacnic",32
Me duele respirar,ampafa25,2151794144,467,"Amo la danza,
amo el folclore,
amo el celeste
♥★.¸¸•´¯`☆Dicen que hay que agarrar al toro por los cuernos, Naa yo prefiero seducirlo con la mirada.. ♥★.¸¸•´¯`☆",32
©️⭕🅰️©️♓69,entrenador41,144131381,12393,"#PersonalTrainnig #Coach 
Amando los seres vivos y nobles #AniamlitosDeDios 🐶🐱

 🇻🇪♥️",31
Billy MaecLean,memo_mclean,798335498154606592,1534,Freelance Cult Leader,31
𝐹𝑒𝑟ˇ🧈﹆,Fer_gr31,2740480851,1371,ଘ  𝐽𝐵 𝑥 𝐵𝑇𝑆 𝑥 𝑇ℎ𝑒 𝑟𝑜𝑠𝑒        fan account,31
Micah🔻,pekenikes,248781795,1348,,31
Ama 🌺,AmarilisEunice,2228947195,1089,"Trabajadora Social | Activista Feminista | He sido criada entre un volcán activo y el mar, no esperen de mí sumisión ni paciencia.

✨ Soy una estrella masiva ✨",31
𝓷𝓲𝓬𝓸𝓵𝓮🧙‍♀️,ffloriferous,2834619533,680,𝖗𝖆𝖉𝖋𝖊𝖒┊  ˚✩ ⋆｡˚ ✩ єχσℓ ✩ ˚｡⋆ ✩˚  ┊𝐦𝐚𝐫𝐢𝐧𝐞𝐭𝐭𝐞 𝐢𝐥𝐲 🐞 (spanish most of the time😣),31
Laura,LauYanami,2627934406,1063,"Sorry if I looked interesting, I'm not.  ғ̶ᴘ̶ᴇ̶
http://instagram.com/lauyanami",30
⚡ kmarinh⚡,marinh_18,1976779436,763,Fan  Account,30
🧚🏼‍♀️Adamadrina✨,ValeskaCentenoB,719296298,2293,•Pide tu deseo✨•             IG&SC: valeskacentenob,30
Shells 🖤💜 ᵉᵘᵖʰᵒʳⁱᵃ,jeon_shyo,1019055998361899010,1184,"✧ You’ve shown me I have reasons
I should love myself ⊹  
Hopekook ⋆ my sun & my moon.
사랑하십시오 
💛

My Soulmate ✨ @jk_purplemoon✨",30
Javier Dolmus,JaviDolmusJD,2436039217,261,"i'm a book reader, fashion lover and pic lover ❤️📖👠📸🇳🇮❤️",29
🔥 CRIME BRÛLE,TerneroMoto,544102644,514,Il Vento d'Oro,29
10 Ix,Donald_Munoz,192313255,1220,"Asesor en comunicación y nuevas tecnologías. Emprendedor, soñador, amante de la música y la política. Activista en Derechos Humanos y libertad.",29
PatriaLibreParaVivir🇳🇮,Curly_Brunett3,816508700,327,"Todas vuestras cosas sean hechas con amor.
1 Corintios 16:14",29
🐬,yahos_j17,4741007480,1092,romans 12:9,29
1/2 dedo,n4mepavlov,2565969153,797,,28
👁‍🗨I~,laBabystnr,716906258,1545,'Sonreir siempre ante vibras negativas'🍭Ig: ixchel_gomez / 👻: Ixchel_gomez #FwMe👽🇳🇮♍️👩🏻‍⚕️,28
Carlos Torres F,ctf1981,91192412,198,"Hago muchas cosas, tantas que ya ni me acuerdo. Me gusta crear. Amo mi vida, mi familia y mi trabajo. Ahora hago audiocuentos y audiolibros.",28
Librería Eleutheria,LibreraEleuthe1,1093585976591564804,276,"Compra-venta de libros usados, agotados, rarezas y ofertas. Libro nuevo de editorales alternativas.
Nos gustan los libros afilados.
Estamos en @ACoopNosaltres",28
Hanzell Benavides,hanz9626,2612295624,650,B.A. Political Sc. @KeiserU | UN YouthDelegate @Unite2030 | @WeAreGCM | Youth Leader CLADS @INCAE | Mentor @infinitefamily | @ICS_UK | Línguas: 🇳🇮🇺🇸🇧🇷🇫🇷,28
Augusto Centeno,TutoGarmendia,2234975106,648,Miembro de @PPCNicaragua y @CudjNicaragua,28
Francis✨,Fhaydalina,997877290657894405,142,09.06.21🕊️,28
🐘,imdadudeeq_,1070821763746021378,1767,"felina, tu cuerpo es tan provocante",27
powerosa,nososfabuloso,722858215,897,Bailemos hasta caer muertos.                            Ig: karlajimpasos,27
🇳🇮 PUEBLO ÚNETE 🇳🇮,NicaLibre18,601352105,1240,"Nicaragüense por gracia de Dios
🇳🇮🇳🇮🇳🇮
 #NicaraguaTeQuieroLibre #LibertadPresosPolíticos #JusticiaParaLosAsesinados ✊🙏",27
José Trejos,chepito_tv,3352381899,1546,"🇳🇮 Presentador de Rebeldes TN8 😎 📺
🎬Productor de @8DeportivoTN8 ⚽️⚾️🏀
🔥Rock 'till the end 🤘🏻⚡",27
Talavera,Ctalave,2784726589,615,Integrante compañero que acabamos de triunfar.,27
𝕀𝕟𝕔𝕖𝕣𝟚𝟚,Gio_Incer,701617196800221184,1010,,27
